Permanent Ban    ,Teamkilling - 30 Days Ban ,Teamkilling - Permanent Ban
CaptianZ***      ,Mouheb***                 ,
feia***          ,TR-GhostSamu***           ,
t1ltac***        ,Pro-GaM***                ,
Angel_ke***      ,muhammad***               ,
musa1***         ,Lo***                     ,
I_from_tai***    ,ainiy***                  ,
walidaggo***     ,shichen-l***              ,
87696***         ,TORRONTO5***              ,
SVRNabi***       ,memek_***                 ,
bo***            ,guardini_***              ,
PaiDoSeuNEN***   ,PUBG_Lo***                ,
Core_Aci***      ,kaos_ya***                ,
Aquile***        ,killer***                 ,
HTN111***        ,BangM***                  ,
HYDRA-KIL***     ,TURKIY***                 ,
mrp***           ,AIRUL1***                 ,
000ARPAN***      ,NEMRU***                  ,
ArdoVeteran1***  ,DropFa***                 ,
Evil-gamer***    ,fuytdaft***               ,
NoobdaYam***     ,feora***                  ,
ONR***           ,MyMomU***                 ,
ammrr1***        ,FARIZ_AH***               ,
ismailkill***    ,babypan***                ,
DMKG***          ,kayky07assass***          ,
Saae***          ,Refund_P***               ,
iT-a-Co***       ,Peganomo***               ,
mhm***           ,arsla***                  ,
KD_W***          ,MASTERMI***               ,
EnurGo***        ,HZMERT***                 ,
NightGal***      ,KIMCIT_L***               ,
KARAKAN232***    ,SJ***                     ,
u***             ,BB***                     ,
NoWeedAllo***    ,jimincvwi12***            ,
ViRuS_Li***      ,hilmimert1***             ,
Huzaifa3***      ,Naofumi-E***              ,
RiZeLi***        ,madome***                 ,
Ecstas***        ,ISA940***                 ,
domsd***         ,TR-Meli***                ,
liusihu***       ,scopdoo***                ,
jacksontel***    ,Lawi***                   ,
QaisNazza***     ,jaeho2***                 ,
RayhanR***       ,burak8***                 ,
SmrN***          ,Huya_658***               ,
nand***          ,JoRDa***                  ,
HellSin***       ,IgruM***                  ,
sonalis***       ,cengi***                  ,
Dr***            ,Hirai_M***                ,
AKRAMDJOU***     ,RANU_PR***                ,
winglokla***     ,N27_HMFCh***              ,
xx***            ,punch_gran***             ,
DLX_***          ,sala***                   ,
mecha***         ,NurettinM***              ,
alperkyo***      ,ArinmaVa***               ,
Mecha***         ,SusnarokNa***             ,
GAMERx***        ,Brk7o***                  ,
Xx-RaYzUs***     ,duaixinyu1***             ,
Dko***           ,TP_L1***                  ,
jiang***         ,wwwtapu***                ,
hei_ez_ca***     ,Em***                     ,
yCyYyyyyyyyyy*** ,erene***                  ,
ErdalBaki***     ,ZZZZ***                   ,
M__HEI1***       ,Legenda***                ,
DeadLyPerve***   ,HIDENBL***                ,
Lord-De***       ,736ramo***                ,
Dinte***         ,dragon2***                ,
Hyuen_J***       ,GengBat***                ,
KinggC***        ,xXShadowXx***             ,
woshigua6***     ,ATcro***                  ,
GJSen***         ,yusian***                 ,
K4***            ,DeathofL***               ,
fre***           ,FROS***                   ,
ZI***            ,Suprise-B***              ,
WeChat-paym***   ,Fer***                    ,
ali09erenak***   ,aysekofa***               ,
Ottoman1***      ,xxxsansarxxx2***          ,
BLADEDARCK***    ,lkolko15***               ,
NoNake***        ,enes54455***              ,
DDDarKDDaY***    ,tianqi***                 ,
NickL***         ,neche2***                 ,
THEl***          ,POH***                    ,
B***             ,masaoyang***              ,
fuke***          ,dfghfgchj***              ,
fk_pub***        ,qot***                    ,
Sdam_***         ,bugra04ak***              ,
W***             ,aw***                     ,
seersgvd***      ,JORGERAFAEL***            ,
Vichra***        ,zxc***                    ,
Xu***            ,youranxiao***             ,
EKREMIMAMOGLU*** ,farel_saput***            ,
zrn***           ,khvfv-***                 ,
SHRA***          ,Ku***                     ,
Antc***          ,kendiege***               ,
Chen***          ,AWF_R***                  ,
AaoPubgKh***     ,1433223***                ,
RevisiSkrip_S*** ,reg***                    ,
linke2775974***  ,SSHRNCYLN***              ,
MORLLBOR***      ,Cumaali1***               ,
M-S***           ,Amitl_0***                ,
Zdz***           ,murad57***                ,
OrospuArap***    ,Xiang1***                 ,
Woodw***         ,JANGKO***                 ,
Fre***           ,mertozt***                ,
bankthtv112***   ,hexing-zhong***           ,
omarsin***       ,medo***                   ,
bajiraaooMast*** ,PrangaV***                ,
iClo***          ,Fatra***                  ,
ashifchkil***    ,TarwoOrangU***            ,
Marilyn-Man***   ,killyu***                 ,
Mehmetgvn***     ,KOLOR_TE***               ,
SUSU_B***        ,chy666***                 ,
abdallah_Sha***  ,SAVAGE_GAM***             ,
CharLie***       ,Bktxsporto***             ,
Ba***            ,ReF***                    ,
TahirAhma***     ,Hobo0Death0Te***          ,
SALEM***         ,GreenAN***                ,
by_wo***         ,ForgotAbou***             ,
Medric***        ,HYPERxA***                ,
AbdelrhmanHeg*** ,Pein***                   ,
SKT***           ,Si***                     ,
rageabdul***     ,ASDADSAD***               ,
SirKeEvZY***     ,MR_SYNTHW***              ,
Ja***            ,xiuf***                   ,
Slayer***        ,SuleiM***                 ,
AtomTos***       ,Kaos_Ahm***               ,
The_storm***     ,kpJvw***                  ,
HowaR***         ,SKYFC***                  ,
RKSGame***       ,Abdo-khale***             ,
STREAMSNIPER***  ,MertBir***                ,
Laf***           ,SeyiTOZPL***              ,
97Assas***       ,Bully***                  ,
TwichTecN***     ,L***                      ,
KadirErgun***    ,ChinaXuYuanH***           ,
ahmed-sal***     ,HUYA_lengs***             ,
Mii***           ,vu***                     ,
Bella_Sign***    ,pinohan***                ,
blackarrow***    ,BetonHa***                ,
SalIy***         ,KeKs***                   ,
9lawij***        ,GalacticQualt***          ,
vipe***          ,JR***                     ,
ReBeL-Bi***      ,Yzw***                    ,
TR_IErZinCa***   ,BANGSAATK***              ,
IAMdr***         ,leke62***                 ,
Piz***           ,frion***                  ,
mithar***        ,ARKADANVU***              ,
UnBeatableM***   ,mertbekt***               ,
KlausMikaelso*** ,EVOSDA***                 ,
ahmed93***       ,RED0***                   ,
SOUL_REAPER1***  ,CGGG1***                  ,
DELTA-SUR***     ,CUT***                    ,
Ninja_Gi***      ,oakoakazaz***             ,
satorei***       ,4Am-tongt***              ,
ramazankumse***  ,M1KE-Shr***               ,
Hdemirkap***     ,TW_PKon9***               ,
Juninho_Coe***   ,Bat***                    ,
ExX***           ,GRZ_dana_fr***            ,
lgbtxsopaovn***  ,Theranek***               ,
Ti***            ,quan***                   ,
chidoshi_miku*** ,Akbarkri***               ,
MAS***           ,Speed***                  ,
PRoeXTR***       ,ebu0***                   ,
Lucifer***       ,vitu***                   ,
GabrielLa***     ,AlaD***                   ,
HuYaTV__17668*** ,NoSignal***               ,
TaPTetN***       ,Duck***                   ,
Sh***            ,N27_Ching***              ,
MOS***           ,arda347***                ,
hhb***           ,loic***                   ,
AkkyGamin***     ,omercan***                ,
DEBRAJ_BA***     ,Alican-***                ,
Ali-Asg***       ,emir2***                  ,
2385***          ,nike-***                  ,
The_DzW***       ,Aer***                    ,
UDINNga***       ,Alrf***                   ,
Rickese***       ,poka***                   ,
HAWK-KA***       ,sleepingt***              ,
hack***          ,Garfiel***                ,
sasa***          ,ronaldpodero***           ,
tr16N***         ,gokkhantu***              ,
JrKan***         ,BOACAHLA***               ,
memo-ali-***     ,SYR-NeGGe***              ,
aA7me***         ,ttTTsdwafa***             ,
Gla***           ,tarahu***                 ,
uwillnothave***  ,RedMo***                  ,
69Anr***         ,Cn***                     ,
icko***          ,kahraman1***              ,
Zhangxians***    ,c0d0tb4***                ,
Pirinc***        ,PingT***                  ,
Phu_DepT***      ,noob_feeder***            ,
Make__L***       ,ATTO***                   ,
The-Abowa***     ,1KingYi***                ,
Lorko***         ,Penis1***                 ,
J3yFa***         ,KRONOSXE***               ,
CJJ123456***     ,ziadmohame***             ,
Cle***           ,ZhongGuoRen_***           ,
Gorilla***       ,CaLiGuL***                ,
UNS-Nix***       ,Im_***                    ,
The_Itachi_***   ,Ahai***                   ,
FansNyaKiz***    ,VENOM***                  ,
AMCIKAVC***      ,kutayxc***                ,
char***          ,Johayve***                ,
olumculfe***     ,vzz***                    ,
HARUNBZ***       ,yin***                    ,
Harpree***       ,EmirPro4***               ,
jhordann2***     ,Tonyuku***                ,
sifed***         ,asali***                  ,
AhmetPo***       ,JoS***                    ,
ERTUGRU***       ,ManiacsAr***              ,
HarvyHis***      ,tawonen***                ,
kevin0***        ,EmreCanK***               ,
ElectroVo***     ,abib32***                 ,
RCMRI***         ,rizk***                   ,
Qqun995326***    ,septiangam***             ,
Al***            ,Christofel***             ,
noob_pa_krl***   ,J***                      ,
Mertcanmeiste*** ,xAliEk***                 ,
Mr_BICH***       ,hakdog***                 ,
TRHamzaBas***    ,Macho***                  ,
ImXOffic***      ,Re***                     ,
adama***         ,HisT***                   ,
JEETVIR***       ,Yusu***                   ,
Nezuk***         ,tagar***                  ,
banned***        ,lutfi_***                 ,
B1R1***          ,DorukAt***                ,
HappyFel***      ,LiderSa***                ,
iipsyahro***     ,aabbccd***                ,
abcdef***        ,t***                      ,
HY-AZH***        ,Warth-K***                ,
T4W***           ,rusA***                   ,
feng***          ,Toon_Plaza_***            ,
Charmi***        ,mhacky***                 ,
TiryakiMa***     ,ChinaWinn***              ,
MysteryM***      ,BRCK_N***                 ,
UNIQUEA***       ,zxoopzxc0123***           ,
WeS***           ,cinarbatu***              ,
3mR_Na***        ,sucksuckm***              ,
Abstract***      ,I_Love_A***               ,
GreaDaw***       ,Kq***                     ,
SomeOneC***      ,Chengy***                 ,
Pauzudo2***      ,Forre***                  ,
100PorCent***    ,sido***                   ,
asac***          ,tunababazxcv***           ,
Marcos9***       ,TR-Roo***                 ,
Mithr***         ,Fleshpound***             ,
HugoRodall***    ,Hyx***                    ,
mo3a***          ,Clearlov***               ,
IreneMas***      ,OSED***                   ,
Recep_Ez***      ,fewefdef***               ,
God_***          ,Sr0urHes***               ,
KrishKapa***     ,xX_zDOLP***               ,
ZhangJiaXing***  ,heso***                   ,
BTR_I***         ,Momo***                   ,
Leal-V***        ,Chinathl***               ,
zNi***           ,Kendinekem***             ,
MoDe***          ,erennu***                 ,
MEhmet***        ,BUTOKECIK2***             ,
SirParliam***    ,KeremSahi***              ,
Gehad_S***       ,skt***                    ,
xX3AMORRY_1***   ,MAD-G***                  ,
Pusan***         ,654123***                 ,
Yahi***          ,panda***                  ,
abdolaha***      ,Professor***              ,
zSHiZ***         ,XxRabbi***                ,
xHoR***          ,AsusRo***                 ,
OmarM-***        ,Dj-BLYaT***               ,
perceu***        ,Barbos***                 ,
Akdum***         ,MertYavuz2***             ,
BbR***           ,bayu12***                 ,
FURY***          ,ostib***                  ,
X***             ,juogiyykyi***             ,
GameMasTe***     ,GarenaP3l***              ,
toxibl***        ,vip***                    ,
MoZ***           ,989211***                 ,
YahiaTheM4K***   ,NaKMcSen***               ,
AL_DARR***       ,Gaz20SlipKnot***          ,
HuseyinS***      ,Pach***                   ,
fak_u_***        ,rfghfg***                 ,
PK-AdrianF***    ,xaltanin***               ,
xXbossXx***      ,udie21***                 ,
Yearnqingy***    ,youcef2***                ,
OZTAHT***        ,mcD***                    ,
CriaJuraC***     ,BTHNta***                 ,
SANHAOSH***      ,Bamba***                  ,
yidutt***        ,NAMO***                   ,
GuiDia***        ,monopokea***              ,
MCK***           ,dikagang6***              ,
DDarKDDa***      ,JeHendre***               ,
363***           ,Hasan***                  ,
AfaqFo***        ,zzzzx***                  ,
Aliosm***        ,y***                      ,
twitch-mit***    ,SP1DE***                  ,
efeb***          ,zzM***                    ,
FR-Yous***       ,frtg4***                  ,
QQ_390399***     ,AcarR***                  ,
jackSparro***    ,Xx_PANDA***               ,
telefonikis***   ,06MeKa***                 ,
LIGHTO***        ,B4D__***                  ,
merttri***       ,djfjs_fdhd_***            ,
AmR_Na***        ,destroye***               ,
Luker2***        ,six***                    ,
ME5***           ,TOIK00***                 ,
yFo***           ,Dizzy***                  ,
pilotteyy***     ,keski***                  ,
lucas1x***       ,hakkiday***               ,
TravestiMalef*** ,full***                   ,
AV***            ,KurumbaD***               ,
expect***        ,SPERMCEL***               ,
JN***            ,suttip***                 ,
Arktu***         ,Alecks_Raci***            ,
klus***          ,1far***                   ,
olca***          ,SpacEl***                 ,
ksguya***        ,Michael4***               ,
Ssib***          ,ovmydeadb***              ,
Mango-6969***    ,DOMTAOG***                ,
KANISHT***       ,hellomyfrien***           ,
Korayha***       ,SOLO-1***                 ,
CRK***           ,JN***                     ,
FsocietyGr***    ,WhiteWolfTenc***          ,
BackHe***        ,p3ra***                   ,
onionbu***       ,james1***                 ,
AteXaCo***       ,dgg---da***               ,
Fire***          ,RSMoRoo***                ,
Far***           ,ROSCA***                  ,
Tehl***          ,marko***                  ,
elberkl***       ,KaL***                    ,
Kardin***        ,KOBRA4***                 ,
FaTaL***         ,Mohamedwasal***           ,
BLACK_AN***      ,TR_Ni***                  ,
kurdishkil***    ,MORDWAF***                ,
HILA***          ,boyjack***                ,
UmutGue***       ,4AM_xia***                ,
wn***            ,n15***                    ,
Hunter-k1l***    ,KozMikK***                ,
Mohammed***      ,AnesBro***                ,
KatilTuna-__***  ,Choccot***                ,
MrMhmdAd***      ,unknown4***               ,
ziadhen***       ,adrianmalaka***           ,
wcwzbd123***     ,asd487***                 ,
KRALRLLLT***     ,juanremongint***          ,
yoT***           ,wuhaonan***               ,
Resspe***        ,ak4***                    ,
robi_tha***      ,IZ-ONE_Eu***              ,
salihbe***       ,Lexybo***                 ,
FUX-Y***         ,AnGeLoFdE***              ,
Tc-***           ,hoilda***                 ,
CK***            ,Esmai***                  ,
bojac***         ,Aguezz***                 ,
7RolasDeFe***    ,MainStr***                ,
SVR_Nab***       ,SmolButt***               ,
CHARO***         ,AramiS***                 ,
ILAMUMMIM***     ,ardaakt***                ,
moun3im-vo***    ,Siyo0***                  ,
A_B_N_SYR***     ,4am***                    ,
jhhordan2***     ,EnesBaltac***             ,
SaiThuRei***     ,Ext_Roya***               ,
ZeroKoh***       ,C***                      ,
Yunus-***        ,Messi***                  ,
Tahayasin***     ,Sam_Chen***               ,
deep_kille***    ,ka1ma***                  ,
HuYaTVxies***    ,Samyel***                 ,
RNG_***          ,illusio_***               ,
Moh***           ,yusufefeV***              ,
T0lg***          ,Marvin_fami***            ,
MrDraku***       ,keremgule***              ,
RecepGLR***      ,uluyankurt***             ,
aLTanSa***       ,YTBAn***                  ,
q_34355587***    ,rikod***                  ,
TRIPLE_***       ,Rwa***                    ,
XxKamleh2***     ,DEKDA***                  ,
R***             ,ikikank***                ,
LiKinP***        ,Milk_Tea***               ,
Croft***         ,Ezbla***                  ,
HAZARBE***       ,Anthropoid***             ,
SumerGaming***   ,MIKETAY***                ,
siriusn***       ,aliegeak***               ,
lurenji***       ,Rain-K-10-Kam***          ,
Uzunamc***       ,Erdemt***                 ,
G_G***           ,jose_masap***             ,
DeadPool***      ,Haru***                   ,
K0dAdiES***      ,sefabab***                ,
EtoileRosenqu*** ,PrimeWalkin***            ,
Gabriel_Inaci*** ,FeelsRigh***              ,
RespeitaoB***    ,aLoNeDarK0***             ,
GOLO***          ,nanda2***                 ,
DKZ_C***         ,Orientblo***              ,
Wolfgang***      ,llJeSTe***                ,
SmokeVeryD***    ,YingYu***                 ,
JoaoAUTI***      ,huangzheka***             ,
WinToMuhamm***   ,berook***                 ,
MAHMOUDAT***     ,alperen***                ,
pas***           ,Vult***                   ,
ChaiCh***        ,SouL__Mor***              ,
RUSALKA***       ,maluapaboosk***           ,
Suave_K***       ,kaeldr***                 ,
caneryelke***    ,kant1***                  ,
Muaz***          ,C9_Ti***                  ,
iTheDarkKni***   ,8***                      ,
3435558738***    ,Smith_Mic***              ,
korkusu***       ,Melody-***                ,
akg***           ,emre0***                  ,
AD***            ,Zex***                    ,
Ajdy***          ,police***                 ,
fakeyoum***      ,Limo***                   ,
BINJALAL***      ,hp***                     ,
Frk***           ,caglar14***               ,
huyazhiboni***   ,Prem***                   ,
Yee0***          ,NAMC***                   ,
togrulheybe***   ,danialbu***               ,
zsuat***         ,HakimKral***              ,
Xahr***          ,SKYFoce***                ,
yusufba***       ,Mahre***                  ,
Aroon***         ,beko2***                  ,
ramziberghid***  ,ModoE***                  ,
TATSUM***        ,aukukuy***                ,
BO***            ,PEPE***                   ,
Eag***           ,konto***                  ,
Taichou***       ,Twitch_Ar***              ,
3laaMa7f***      ,DHWISWBWEUD***            ,
SkULL_SlaS***    ,trash-on-be***            ,
chich***         ,emirhanb***               ,
SHahi***         ,cadas_c***                ,
fdgzAsdbd***     ,1412bnn***                ,
Ren***           ,SwindLerTa***             ,
AzorAhai***      ,Noval***                  ,
YaKU***          ,DeamonXBaro***            ,
ELGATOP***       ,EVOS2***                  ,
HELLISHK***      ,eaenterprise***           ,
Refund_Ti***     ,Ibrahim***                ,
tudocon***       ,Batuhan***                ,
CuteBoy***       ,PA***                     ,
guabi-7***       ,lana-4***                 ,
EL***            ,ST-Exsela***              ,
reDreX***        ,LIC_kenzoM***             ,
pauloricardo***  ,Wolno***                  ,
moze***          ,zMe***                    ,
TheGu***         ,RainO***                  ,
DouYuTV-66***    ,enesak***                 ,
laozhizha***     ,jandaBERON***             ,
Wass***          ,lnwponza***               ,
PUBG-***         ,QAYYIMJ***                ,
weeD***          ,Mo***                     ,
Bi***            ,Daj***                    ,
2***             ,huya-chenzih***           ,
Mafia***         ,DUMI***                   ,
SongJ1***        ,Musketee***               ,
TaH***           ,ALPER***                  ,
yakamo***        ,zLoove***                 ,
vusalt***        ,DimaFali***               ,
ALIAKBAR0***     ,MUSI***                   ,
rery***          ,RRQ_***                   ,
XJul***          ,XUECH***                  ,
SSS_NB2***       ,BisakoLORD_***            ,
OsiiDMMoroo***   ,Arzoko***                 ,
Pro_H***         ,RRQEVOSPr***              ,
L***             ,Legend-T***               ,
X-bin-g***       ,GabenNaw***               ,
elf***           ,BRA***                    ,
sam601***        ,eyemenk***                ,
htht***          ,sky***                    ,
SuPeRSeA***      ,Clash2***                 ,
1PatronPab***    ,Rep***                    ,
SkYWOLF***       ,BigMadDa***               ,
rangga2***       ,Upgradedmon***            ,
mo-ka***         ,M_A_N_T_E_S_***           ,
SuinoSuic***     ,HILMI_123_KO***           ,
Hee***           ,DawnKill***               ,
RZiD***          ,Babe***                   ,
Tural***         ,GLOBALT***                ,
Thirqu***        ,iV***                     ,
JSt***           ,Meral***                  ,
Yi1i***          ,LockDown***               ,
AbdouElGh***     ,Huya_li***                ,
H4S***           ,ALFAB***                  ,
mElshi***        ,moto***                   ,
